Nome Parlamentar;Partido;UF;Titular/Suplente/Efetivado;Endereço;Anexo;Endereço (continuação);Gabinete;Endereço (complemento);Telefone;Fax;Mês Aniversário;Dia Aniversário;Correio Eletrônico;Nome sem Acento;Tratamento;Nome Civil;PEC135/19
Silas Câmara;REPUBLICANOS;AM;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;532;Brasília - DF - CEP 70160-900;3215-5532;3215-2532;12;15;dep.silascamara@camara.leg.br;Silas Camara;Exmo. Senhor Deputado;SILAS CÂMARA;1
Silvia Cristina;PDT;RO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;524;Brasília - DF - CEP 70160-900;3215-5524;3215-2524;1;15;dep.silviacristina@camara.leg.br;Silvia Cristina;Exma. Senhora Deputada;SILVIA CRISTINA AMANCIO CHAGAS;1
Silvio Costa Filho;REPUBLICANOS;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;402;Brasília - DF - CEP 70160-900;3215-5402;3215-2402;3;5;dep.silviocostafilho@camara.leg.br;Silvio Costa Filho;Exmo. Senhor Deputado;SILVIO SERAFIM COSTA FILHO;0
Soraya Santos;PL;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;324;Brasília - DF - CEP 70160-900;3215-5324;3215-2324;12;4;dep.sorayasantos@camara.leg.br;Soraya Santos;Exma. Senhora Deputada;SORAYA ALENCAR DOS SANTOS;
Sóstenes Cavalcante;DEM;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;560;Brasília - DF - CEP 70160-900;3215-5560;3215-2560;1;16;dep.sostenescavalcante@camara.leg.br;Sostenes Cavalcante;Exmo. Senhor Deputado;SOSTENES SILVA CAVALCANTE;1
Stefano Aguiar;PSD;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;341;Brasília - DF - CEP 70160-900;3215-5341;3215-2341;3;3;dep.stefanoaguiar@camara.leg.br;Stefano Aguiar;Exmo. Senhor Deputado;STEFANO AGUIAR DOS SANTOS;1
Subtenente Gonzaga;PDT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;750;Brasília - DF - CEP 70160-900;3215-5750;3215-2750;5;31;dep.subtenentegonzaga@camara.leg.br;Subtenente Gonzaga;Exmo. Senhor Deputado;LUIZ GONZAGA RIBEIRO;1
Tabata Amaral;PDT;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;848;Brasília - DF - CEP 70160-900;3215-5848;3215-2848;11;14;dep.tabataamaral@camara.leg.br;Tabata Amaral;Exma. Senhora Deputada;TABATA CLAUDIA AMARAL DE PONTES;0
Tadeu Alencar;PSB;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;820;Brasília - DF - CEP 70160-900;3215-5820;3215-2820;4;8;dep.tadeualencar@camara.leg.br;Tadeu Alencar;Exmo. Senhor Deputado;FRANCISCO TADEU BARBOSA DE ALENCAR;0
Talíria Petrone;PSOL;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;617;Brasília - DF - CEP 70160-900;3215-5617;3215-2617;4;9;dep.taliriapetrone@camara.leg.br;Taliria Petrone;Exma. Senhora Deputada;TALIRIA PETRONE SOARES;0
Ted Conti;PSB;ES;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;839;Brasília - DF - CEP 70160-900;3215-5839;3215-2839;12;28;dep.tedconti@camara.leg.br;Ted Conti;Exmo. Senhor Deputado;JOÃO BATISTA CONTI;1
Tereza Nelma;PSDB;AL;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;322;Brasília - DF - CEP 70160-900;3215-5322;3215-2322;10;7;dep.terezanelma@camara.leg.br;Tereza Nelma;Exma. Senhora Deputada;TEREZA NELMA DA SILVA PORTO VIANA SOARES;0
Tia Eron;REPUBLICANOS;BA;S;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;276;Brasília - DF - CEP 70160-900;3215-5276;3215-2276;6;2;dep.tiaeron@camara.leg.br;Tia Eron;Exma. Senhora Deputada;ERONILDES VASCONCELOS CARVALHO;1
Tiago Dimas;SOLIDARIEDADE;TO;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;269;Brasília - DF - CEP 70160-900;3215-5269;3215-2269;8;4;dep.tiagodimas@camara.leg.br;Tiago Dimas;Exmo. Senhor Deputado;Tiago Dimas Braga Pereira;1
Tiago Mitraud;NOVO;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;544;Brasília - DF - CEP 70160-900;3215-5544;3215-2544;8;15;dep.tiagomitraud@camara.leg.br;Tiago Mitraud;Exmo. Senhor Deputado;TIAGO LIMA MITRAUD DE CASTRO LEITE;0
Tiririca;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;343;Brasília - DF - CEP 70160-900;3215-5343;3215-2343;5;1;dep.tiririca@camara.leg.br;Tiririca;Exmo. Senhor Deputado;FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA;0
Tito;AVANTE;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;352;Brasília - DF - CEP 70160-900;3215-5352;3215-2352;11;17;dep.tito@camara.leg.br;Tito;Exmo. Senhor Deputado;CARLOS TITO MARQUES CORDEIRO;1
Toninho Wandscheer;PROS;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;902;Brasília - DF - CEP 70160-900;3215-5902;3215-2902;8;31;dep.toninhowandscheer@camara.leg.br;Toninho Wandscheer;Exmo. Senhor Deputado;ANTONIO WANDSCHEER;1
Totonho Lopes;PDT;CE;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;733;Brasília - DF - CEP 70160-900;3215-5733;3215-2733;11;1;dep.totonholopes@camara.leg.br;Totonho Lopes;Exmo. Senhor Deputado;FRANCISCO ANTONIO LOPES DE PAULA BEZERRA;0
Túlio Gadêlha;PDT;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;360;Brasília - DF - CEP 70160-900;3215-5360;3215-2360;11;12;dep.tuliogadelha@camara.leg.br;Tulio Gadelha;Exmo. Senhor Deputado;TÚLIO GADÊLHA SALES DE MELO;0
Uldurico Junior;PROS;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;729;Brasília - DF - CEP 70160-900;3215-5729;3215-2729;1;30;dep.ulduricojunior@camara.leg.br;Uldurico Junior;Exmo. Senhor Deputado;ULDURICO ALENCAR PINTO;1
Vaidon Oliveira;PROS;CE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;545;Brasília - DF - CEP 70160-900;3215-5545;3215-2545;4;2;dep.vaidonoliveira@camara.leg.br;Vaidon Oliveira;Exmo. Senhor Deputado;FRANCISCO VAIDON OLIVEIRA;
Valdevan Noventa;PL;SE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;637;Brasília - DF - CEP 70160-900;3215-5637;3215-2637;6;20;dep.valdevannoventa@camara.leg.br;Valdevan Noventa;Exmo. Senhor Deputado;José Valdevan de Jesus Santos;0
Valmir Assunção;PT;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;739;Brasília - DF - CEP 70160-900;3215-5739;3215-2739;12;17;dep.valmirassuncao@camara.leg.br;Valmir Assuncao;Exmo. Senhor Deputado;VALMIR CARLOS DA ASSUNÇÃO;0
Valtenir Pereira;MDB;MT;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;815;Brasília - DF - CEP 70160-900;3215-5815;3215-2815;11;24;dep.valtenirpereira@camara.leg.br;Valtenir Pereira;Exmo. Senhor Deputado;VALTENIR LUIZ PEREIRA;0
Vander Loubet;PT;MS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;838;Brasília - DF - CEP 70160-900;3215-5838;3215-2838;1;22;dep.vanderloubet@camara.leg.br;Vander Loubet;Exmo. Senhor Deputado;VANDER LUIZ DOS SANTOS LOUBET;0
Vanderlei Macris;PSDB;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;618;Brasília - DF - CEP 70160-900;3215-5618;3215-2618;5;20;dep.vanderleimacris@camara.leg.br;Vanderlei Macris;Exmo. Senhor Deputado;VANDERLEI MACRIS;0
Vavá Martins;REPUBLICANOS;PA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;901;Brasília - DF - CEP 70160-900;3215-5901;3215-2901;6;3;dep.vavamartins@camara.leg.br;Vava Martins;Exmo. Senhor Deputado;WAGNER BACH MARTINS;1
Vermelho;PSD;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;920;Brasília - DF - CEP 70160-900;3215-5920;3215-2920;3;1;dep.vermelho@camara.leg.br;Vermelho;Exmo. Senhor Deputado;NELSI COGUETTO MARIA;1
Vicentinho;PT;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;740;Brasília - DF - CEP 70160-900;3215-5740;3215-2740;4;8;dep.vicentinho@camara.leg.br;Vicentinho;Exmo. Senhor Deputado;VICENTE PAULO DA SILVA;0
Vicentinho Júnior;PL;TO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;204;Brasília - DF - CEP 70160-900;3215-5204;3215-2204;4;11;dep.vicentinhojunior@camara.leg.br;Vicentinho Junior;Exmo. Senhor Deputado;VICENTE ALVES DE OLIVEIRA JUNIOR;0
Vilson da Fetaemg;PSB;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;648;Brasília - DF - CEP 70160-900;3215-5648;3215-2648;5;1;dep.vilsondafetaemg@camara.leg.br;Vilson da Fetaemg;Exmo. Senhor Deputado;VILSON LUIZ DA SILVA;0
Vinicius Carvalho;REPUBLICANOS;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;356;Brasília - DF - CEP 70160-900;3215-5356;3215-2356;1;7;dep.viniciuscarvalho@camara.leg.br;Vinicius Carvalho;Exmo. Senhor Deputado;VINICIUS RAPOZO DE CARVALHO;
Vinicius Gurgel;PL;AP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;852;Brasília - DF - CEP 70160-900;3215-5852;3215-2852;7;31;dep.viniciusgurgel@camara.leg.br;Vinicius Gurgel;Exmo. Senhor Deputado;VINICIUS DE AZEVEDO GURGEL;0
Vinicius Poit;NOVO;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;558;Brasília - DF - CEP 70160-900;3215-5558;3215-2558;1;31;dep.viniciuspoit@camara.leg.br;Vinicius Poit;Exmo. Senhor Deputado;VINICIUS LAZZER POIT;0
Vitor Hugo;PSL;GO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;803;Brasília - DF - CEP 70160-900;3215-5803;3215-2803;5;31;dep.vitorhugo@camara.leg.br;Vitor Hugo;Exmo. Senhor Deputado;VITOR HUGO DE ARAUJO ALMEIDA;1
Vitor Lippi;PSDB;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;823;Brasília - DF - CEP 70160-900;3215-5823;3215-2823;5;18;dep.vitorlippi@camara.leg.br;Vitor Lippi;Exmo. Senhor Deputado;VITOR LIPPI;0
Vivi Reis;PSOL;PA;E;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;471;Brasília - DF - CEP 70160-900;3215-5471;3215-2471;8;5;dep.vivireis@camara.leg.br;Vivi Reis;Exma. Senhora Deputada;VIVIANE DA COSTA REIS;0
Waldenor Pereira;PT;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;954;Brasília - DF - CEP 70160-900;3215-5954;3215-2954;3;8;dep.waldenorpereira@camara.leg.br;Waldenor Pereira;Exmo. Senhor Deputado;WALDENOR ALVES PEREIRA FILHO;0
Walter Alves;MDB;RN;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;435;Brasília - DF - CEP 70160-900;3215-5435;3215-2435;2;27;dep.walteralves@camara.leg.br;Walter Alves;Exmo. Senhor Deputado;WALTER PEREIRA ALVES;0
Weliton Prado;PROS;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;250;Brasília - DF - CEP 70160-900;3215-5250;3215-2250;8;24;dep.welitonprado@camara.leg.br;Weliton Prado;Exmo. Senhor Deputado;WELITON FERNANDES PRADO;1
Wellington Roberto;PL;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;514;Brasília - DF - CEP 70160-900;3215-5514;3215-2514;5;19;dep.wellingtonroberto@camara.leg.br;Wellington Roberto;Exmo. Senhor Deputado;JOSÉ WELLINGTON ROBERTO;0
Wilson Santiago;PTB;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;534;Brasília - DF - CEP 70160-900;3215-5534;3215-2534;6;10;dep.wilsonsantiago@camara.leg.br;Wilson Santiago;Exmo. Senhor Deputado;JOSÉ WILSON SANTIAGO;
Wolney Queiroz;PDT;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;936;Brasília - DF - CEP 70160-900;3215-5936;3215-2936;12;12;dep.wolneyqueiroz@camara.leg.br;Wolney Queiroz;Exmo. Senhor Deputado;WOLNEY QUEIROZ MACIEL;0
Zé Carlos;PT;MA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;543;Brasília - DF - CEP 70160-900;3215-5543;3215-2543;5;26;dep.zecarlos@camara.leg.br;Ze Carlos;Exmo. Senhor Deputado;JOSÉ CARLOS NUNES JÚNIOR;0
Zé Neto;PT;BA;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;585;Brasília - DF - CEP 70160-900;3215-5585;3215-2585;3;30;dep.zeneto@camara.leg.br;Ze Neto;Exmo. Senhor Deputado;JOSÉ CERQUEIRA DE SANTANA NETO;0
Zé Silva;SOLIDARIEDADE;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;608;Brasília - DF - CEP 70160-900;3215-5608;3215-2608;5;11;dep.zesilva@camara.leg.br;Ze Silva;Exmo. Senhor Deputado;JOSÉ SILVA SOARES;
Zé Vitor;PL;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;525;Brasília - DF - CEP 70160-900;3215-5525;3215-2525;11;1;dep.zevitor@camara.leg.br;Ze Vitor;Exmo. Senhor Deputado;JOSE VITOR DE RESENDE AGUIAR;1
Zeca Dirceu;PT;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;613;Brasília - DF - CEP 70160-900;3215-5613;3215-2613;6;21;dep.zecadirceu@camara.leg.br;Zeca Dirceu;Exmo. Senhor Deputado;JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA;0
